name,url
PSC307 - Political Parties,"https://docs.google.com/viewer?a=v&pid=sites&srcid=ZGVmYXVsdGRvbWFpbnxwb2xpc2NpbmVpaGVpc2VsfGd4OjNkODQ2NmVmZmY4YzIzMGQ"
PSC101 - Introduction to American Politics (Spring 2015),"https://docs.google.com/viewer?a=v&pid=sites&srcid=ZGVmYXVsdGRvbWFpbnxwb2xpc2NpbmVpaGVpc2VsfGd4OjM2N2VlNTkxMmUzNjIzMWU"
PSC101 - Introduction to American Politics (Fall 2014),"https://docs.google.com/viewer?a=v&pid=sites&srcid=ZGVmYXVsdGRvbWFpbnxwb2xpc2NpbmVpaGVpc2VsfGd4OjdhNjFlMWZlMzYxMzUwZDM"
PSC 505 - Seminar in American Politics (Graduate),"https://docs.google.com/viewer?a=v&pid=sites&srcid=ZGVmYXVsdGRvbWFpbnxwb2xpc2NpbmVpaGVpc2VsfGd4OjE0ZThmYzczN2FkNmM1ZGQ"
